english,tag,definition
crayon,verb,to draw or colour something using a crayon
crease,noun,"1. an untidy line that is made in cloth or paper when it is pressed or folded without care 2. a neat line that you make in something, for example when you fold paper or iron clothes 3. a line in the skin, especially on the face"
creationism,noun,the belief that the universe was made by God exactly as described in the Bible
credit,noun,"1. an arrangement that you make, with a shop for example, to pay later for something you buy 2. money that you borrow from a bank; a loan 3. the status of being trusted to pay back money to somebody who lends it to you"
creed,noun,1. a set of principles or religious beliefs 2. a statement of Christian belief that is spoken as part of some church services
creek,noun,1. a narrow area of water where the sea flows into the land 2. a small river or stream 3. in a difficult or bad situation
creep,noun,1. a person that you dislike very much and find very unpleasant 2. a person who is not sincere but tries to win your approval by being nice to you 3. the development of a project beyond the goal that was originally agreed
creeper,noun,"a plant that grows along the ground, up walls, etc., often winding itself around other plants"
creepy,adjective,1. causing an unpleasant feeling of fear or slight horror 2. strange in a way that makes you feel nervous
cremains,noun,the powder that is left after a dead person’s body has been cremated (= burned)
cremate,verb,"to burn a dead body, especially as part of a funeral ceremony"
