english,tag,definition
import,noun,1. a product or service that is brought into one country from another 2. the act of bringing a product or service into one country from another
importance,noun,the quality of being important
impression,noun,"1. an idea, a feeling or an opinion that you get about somebody/something, or that somebody/something gives you 2. the effect that an experience or a person has on somebody/something"
impressive,adjective,"making you admire them, because they are very large, good, skilful, etc."
improvement,noun,1. the act of making something better; the process of something becoming better 2. a change in something that makes it better; something that is better than it was before
increased,adjective,"greater in amount, number, value, size, etc."
incredibly,adverb,1. extremely 2. in a way that is very difficult to believe
indeed,adverb,"1. used after very and an adjective or adverb to emphasize a statement, description, etc. 2. used to emphasize a positive statement or answer"
indicate,verb,1. to show that something is true or exists 2. to be a sign of something; to show that something is possible or likely
indirect,adjective,"1. happening not as the main aim, cause or result of a particular action, but in addition to it 2. not done directly; done through somebody/something else"
indirectly,adverb,"1. not as the main aim, cause or result of something, but in addition to it; not in a direct line or manner 2. in a way that is not clear or obvious"
indoor,adjective,"1. located, done or used inside a building 2. relating to sports played indoors"
indoors,adverb,inside or into a building
influence,verb,"1. to have an effect on the way that somebody behaves or thinks, especially by giving them an example to follow 2. to have an effect on a particular situation and the way that it develops"
