english,tag,definition
gestation,noun,1. the time that the young of a person or an animal develops inside its mother’s body until it is born; the process of developing inside the mother’s body 2. the process by which an idea or a plan develops
gesticulate,verb,to move your hands and arms about in order to attract attention or make somebody understand what you are saying
gigantic,adjective,extremely large
giver,noun,a person or an organization that gives
glimmer,noun,1. a small unsteady light 2. a small sign of something
glimpse,noun,"1. a sight of somebody/something for a very short time, when you do not see the person or thing completely 2. a short experience of something that helps you to understand it"
globular,adjective,"having the shape of a ball, globe or globule; consisting of globules"
glutinous,adjective,sticky
gluttonous,adjective,eating too much; typical of a person who eats too much
gnash,verb,"to press or hit your teeth together because you feel angry; to feel very angry and upset about something, especially because you cannot get what you want"
gordian,noun,a complicated and difficult problem
gourmand,noun,a person who enjoys eating and eats large amounts of food
gossamer,adjective,1. the very fine thread made by spiders 2. any very light fine material
gourd,noun,a type of large fruit with hard skin and a soft inner part. Gourds are often dried and used as containers.
gradation,noun,1. any of the small changes or levels that something is divided into; the process or result of something changing gradually 2. a mark showing a division on a scale
granary,noun,a building where grain is stored
grandeur,noun,1. the quality of being great and impressive in appearance 2. the importance or social status somebody has or thinks they have
grandiloquent,adjective,using long or complicated words in order to impress people
grandiose,adjective,"seeming very impressive but too large, complicated, expensive, etc. to be practical or possible"
granular,adjective,consisting of small granules; looking or feeling like a collection of granules
granule,noun,"a small, hard piece of something; a small grain"
grapple,verb,1. to take a strong hold of somebody/something and struggle with them 2. to try hard to find a solution to a problem
